"raw_row_number","date","time","location","county_name","subject_age","subject_race","subject_sex","type","violation","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","vehicle_type","vehicle_registration_state","vehicle_year","raw_RACE","Dark"
4699550,2014-11-16,19H 54M 0S,"SR-25 EB|26|2 - STATE","Suffolk County",34,"white","female","vehicular","NO/INSUFFICIENT TAIL LAMPS-RIGHT SIDE 1/2 INNER",NA,NA,"gy - grey","buic",NA,"1 - passenger","NY",NA,"- - WHITE",1
4699569,2014-11-01,19H 0M 0S,"INTERSTATE 88|88|1 - INTERSTATE","Schenectady County",19,"white","male","vehicular","LIGHTING VIO TRAILER - DRIV LAMPS INOP",NA,NA,"bl - blue","chev",NA,"1 - passenger","NY",2007,"- - WHITE",0
4699804,2014-10-01,19H 51M 0S,"STATE ROUTE 36|36|5 - VILLAGE","Steuben County",20,"white","male","vehicular","NO/INADEQUATE LIGHTS DRIVER'S SIDE HEADLIGHT",NA,NA,"bl - blue","chev",NA,"p - pick-up truck","NY",2011,"- - WHITE",0
4699994,2014-10-13,19H 15M 0S,NA,"Tompkins County",26,"white","female","vehicular","SPEED IN ZONE",51,30,"bk - black","ford",NA,"1 - passenger","NY",2009,"- - WHITE",0
4700238,2014-10-14,19H 15M 0S,"NSP E/B @ EX 32|NSPK|9 - PARKWAY","Nassau County",24,"white","male","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"wh - white","toyt",NA,"1 - passenger","NY",2010,"- - WHITE",0
4700354,2014-11-08,19H 16M 0S,"DRIVEWAY OF 8709 TURIN RD|26|2 - STATE","Oneida County",21,"white","male","vehicular","BACKING UNSAFELY",NA,NA,NA,"toyt",NA,"1 - passenger","NY",2004,"- - WHITE",1
4700943,2014-11-25,19H 51M 0S,"STATE ROUTE 36|36|2 - STATE","Steuben County",41,"white","male","vehicular","SPEED OVER 55 ZONE",73,55,"gy - grey","chev",NA,"1 - passenger","PA",2013,"- - WHITE",1
4701279,2014-11-10,19H 56M 0S,"I-90 W/B|90|1 - INTERSTATE","Erie County",29,"other","male","vehicular","SPEED IN ZONE",85,65,"gy - grey","toyt",NA,"1 - passenger",NA,2014,"- - OTHER",1
4701379,2014-11-17,19H 3M 0S,NA,"Saratoga County",68,"white","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2008,"- - WHITE",1
4701407,2014-11-02,19H 0M 0S,"NSP WB EO 36|NSPK|9 - PARKWAY","Nassau County",20,"other","male","vehicular","TRUCK/TRAILER OPERATING OUTSIDE PERMIT AREA-REG-9",NA,NA,"wh - white","ford",NA,"5 - truck","NY",2013,"- - OTHER",0
4701923,2014-11-21,19H 15M 0S,"I 84 E/B|84|1 - INTERSTATE","Dutchess County",50,"black","male","vehicular","NO HUT PERMIT",NA,NA,"rd - red","frht",NA,"6 - truck/tractor","NY",1996,"- - BLACK",1
4702763,2014-10-28,19H 40M 0S,NA,"Niagara County",17,"white","male","vehicular","UNLICENSED OPERATOR",NA,NA,"rd - red","kawk",NA,"3 - motorcycle","NY",1997,"- - WHITE",0
4703071,2014-10-28,19H 39M 0S,"I 87 N|87|1 - INTERSTATE","Albany County",26,"asian/pacific islander","male","vehicular","SPEED IN ZONE",80,65,"gy - grey","chev",NA,"1 - passenger","NY",2013,"- - ASIAN - EAST INDIAN",0
4703814,2014-10-09,19H 20M 0S,"I-787 S/B|787|1 - INTERSTATE","Albany County",23,"white","male","vehicular","SPEED OVER 55 ZONE",75,55,"bk - black","bmw",NA,"1 - passenger","NY",2014,"- - WHITE",0
4703862,2014-11-02,19H 10M 0S,"S TRANSIT RD|78|2 - STATE","Niagara County",44,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2008,"- - WHITE",0
4704038,2014-10-26,19H 24M 0S,"I99 NB|99|1 - INTERSTATE","Steuben County",44,"white","female","vehicular","SPEED IN ZONE",80,65,"bk - black","acur",NA,"1 - passenger","PA",2001,"- - WHITE",0
4704398,2014-10-20,19H 0M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",44,"white","male","vehicular","SPEED IN ZONE",77,65,"wh - white","gmc",NA,"p - pick-up truck","VT",2012,"- - WHITE",0
4704584,2014-10-05,19H 58M 0S,"SSP AT 231|SSPK|9 - PARKWAY","Suffolk County",34,"white","male","vehicular","FAILED TO CHANGE ADDRESS/REG",NA,NA,"rd - red","volk",NA,"1 - passenger","NY",2009,"- - WHITE",0
4705165,2014-10-31,19H 27M 0S,"I90WB ROLLING MPM 421.5|90|1 - INTERSTATE","Erie County",59,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gr - green","suba",NA,"1 - passenger","NY",2009,"- - WHITE",0
4705688,2014-11-25,19H 41M 0S,"I-390 NB|390|1 - INTERSTATE","Livingston County",20,"white","male","vehicular","SPEED IN ZONE",88,65,"mr - maroon","chev",NA,"1 - passenger","NY",2011,"- - WHITE",1
4705933,2014-10-15,19H 53M 0S,NA,"Yates County",28,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","pont",NA,"1 - passenger","NY",2007,"- - WHITE",0
4706239,2014-11-04,19H 55M 0S,"SR 37|37|2 - STATE","Jefferson County",42,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2008,"- - WHITE",0
4706673,2014-11-03,19H 38M 0S,"ST RT 104|104|2 - STATE","Wayne County",51,"white","female","vehicular","NO/INADEQUATE LIGHTS DRIVER",NA,NA,"tn - tan","toyt",NA,"1 - passenger","NY",2001,"- - WHITE",0
4706986,2014-10-09,19H 43M 0S,NA,"Rensselaer County",34,"white","male","vehicular","FLD/NOTIFY DMV CHANGE OF ADDRESS",NA,NA,"wh - white","chev",NA,"p - pick-up truck","NY",2004,"- - WHITE",0
4707054,2014-10-31,19H 51M 0S,"I99 N/B|99|2 - STATE","Steuben County",23,"hispanic","male","vehicular","SPEED IN ZONE",86,65,"bl - blue","toyt",NA,"1 - passenger","NY",2008,"- - HISPANIC",0
4707886,2014-11-26,19H 32M 0S,NA,"St Lawrence County",42,"white","female","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"bk - black","toyt",NA,"1 - passenger","NY",2014,"- - WHITE",1
4707922,2014-11-28,19H 58M 0S,"490 WEST|490|1 - INTERSTATE","Monroe County",18,"white","male","vehicular","SPEED IN ZONE",63,40,"gr - green","hyun",NA,"1 - passenger","NY",2003,"- - WHITE",1
4708925,2014-10-12,19H 37M 0S,"SR 10|10|2 - STATE","Schoharie County",18,"white","male","vehicular","FAILED TO KEEP RIGHT",NA,NA,"gr - green","chev",NA,"p - pick-up truck","NY",1993,"- - WHITE",0
4709077,2014-10-29,19H 15M 0S,"FOREST ROAD|-|5 - VILLAGE","Orange County",34,"white","male","vehicular","UNLICENSED OPERATOR",NA,NA,"wh - white","ford",NA,"5 - truck","NY",1998,"- - WHITE",0
4709179,2014-11-09,19H 11M 0S,"MSP NB M3|MSPK|9 - PARKWAY","Nassau County",23,"hispanic","male","vehicular","SPEED OVER 55 ZONE",79,55,"bk - black","niss",NA,"1 - passenger","NY",2006,"- - HISPANIC",1
4709536,2014-10-15,19H 57M 0S,NA,"Otsego County",37,"white","male","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",1999,"- - WHITE",0
4709846,2014-11-21,19H 18M 0S,"RT 86|86|2 - STATE","Essex County",78,"asian/pacific islander","male","vehicular","IMPROPER/NO SIGNAL",NA,NA,"bk - black","lexs",NA,"1 - passenger","NY",2010,"- - ASIAN - EAST INDIAN",1
4709888,2014-10-15,19H 37M 0S,"STATE ROUTE 13|13|2 - STATE","Chemung County",67,"asian/pacific islander","male","vehicular","SPEED OVER 55 ZONE",77,55,"gy - grey","toyt",NA,"1 - passenger","MD",2010,"- - ASIAN - EAST INDIAN",0
4710593,2014-11-01,19H 55M 0S,"I-787 S/B|787|1 - INTERSTATE","Albany County",23,"white","male","vehicular","SPEED OVER 55 ZONE",75,55,"gy - grey","kia",NA,"1 - passenger","NY",2013,"- - WHITE",0
4711374,2014-10-22,19H 54M 0S,"I-90 W/B|90|1 - INTERSTATE","Genesee County",28,"white","female","vehicular","SPEED IN ZONE",81,65,"bk - black","niss",NA,"1 - passenger","NY",2014,"- - WHITE",0
4711496,2014-11-16,19H 19M 0S,NA,"Onondaga County",41,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","hyun",NA,"1 - passenger","NY",2004,"- - WHITE",1
4711578,2014-10-13,19H 33M 0S,"STATE ROUTE 40|40|2 - STATE","Washington County",85,"white","male","vehicular","IMPROPER RT TURN INTERSECTION",NA,NA,"gr - green","ford",NA,"1 - passenger","NY",1998,"- - WHITE",0
4711810,2014-11-08,19H 45M 0S,"I-90|190|1 - INTERSTATE","Montgomery County",28,"white","female","vehicular","SPEED IN ZONE",76,65,"rd - red","toyt",NA,"1 - passenger","NY",2014,"- - WHITE",1
4712069,2014-11-01,19H 6M 0S,"SR 3|3|2 - STATE","Clinton County",30,"white","male","vehicular","AGGRAVATED DWI-BLOOD ALCOHOL CONTENT .18 OR HIGHER",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2002,"- - WHITE",0
4712142,2014-10-17,19H 13M 0S,NA,"Wayne County",26,"white","male","vehicular","SPEED IN ZONE",46,30,"gy - grey","acte",NA,"1 - passenger","NY",2005,"- - WHITE",0
4712487,2014-11-22,19H 30M 0S,"SSP WB EO 16|SSPK|9 - PARKWAY","Nassau County",45,"black","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bk - black","hond",NA,"1 - passenger","VA",2008,"- - BLACK",1
4712589,2014-10-30,19H 50M 0S,"ST RT 9 N/B S/O I-87|9|2 - STATE","Saratoga County",43,"white","male","vehicular","CONSUMPTION/ALCOHOL IN MOTR VEHICLE",NA,NA,"bl - blue","ford",NA,"5 - truck","NY",2004,"- - WHITE",0
4713220,2014-11-27,19H 26M 0S,"ST/RT 13|13|2 - STATE","Chemung County",47,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","ford",NA,"1 - passenger","PA",2005,"- - WHITE",1
4713592,2014-11-25,19H 56M 0S,"90|90|1 - INTERSTATE","Genesee County",20,"white","male","vehicular","SPEED IN ZONE",95,65,"bk - black","hond",NA,"1 - passenger","NY",2008,"- - WHITE",1
4713604,2014-10-15,19H 32M 0S,"87|87|1 - INTERSTATE","Albany County",21,"white","female","vehicular","SPEED IN ZONE",81,65,"gy - grey","mits",NA,"1 - passenger","NY",2008,"- - WHITE",0
4713938,2014-11-19,19H 55M 0S,NA,"Sullivan County",38,"white","female","vehicular","NO/INSUFFICIENT TAIL LAMP DRIVER SIDE",NA,NA,"br- brown","jeep",NA,"1 - passenger","NY",1999,"- - WHITE",1
4714913,2014-11-13,19H 4M 0S,"I-84|84|1 - INTERSTATE","Orange County",48,"white","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gl - gold","infi",NA,"1 - passenger","VA",2002,"- - WHITE",1
4715186,2014-10-23,19H 58M 0S,"I90 VICTOR TOLLS ENTERING|90|1 - INTERSTATE","Ontario County",38,"white","female","vehicular","LEFT HEADLIGHT INOPERATIVE",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2009,"- - WHITE",0
4715606,2014-11-23,19H 5M 0S,"COHWY 122|122|3 - COUNTY","Fulton County",69,"white","male","vehicular","SPEED IN ZONE",54,35,"rd - red","cadi",NA,"1 - passenger","NY",2013,"- - WHITE",1
4715777,2014-11-19,19H 41M 0S,"STATE ROUTE 5S|5S|2 - STATE","Montgomery County",30,"white","male","vehicular","AGGRAVATED UNLIC OP 3RD (MISD)",NA,NA,"wh - white","chev",NA,"5 - truck","NY",2005,"- - WHITE",1
4715891,2014-10-02,19H 5M 0S,"SSP W/B E/O SR231|SSPK|9 - PARKWAY","Suffolk County",25,"black","male","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"bk - black","bmw",NA,"1 - passenger","NY",2006,"- - BLACK",0
4715973,2014-10-08,19H 55M 0S,"I-90 EB @MM 371.5|90|1 - INTERSTATE","Monroe County",35,"black","male","vehicular","OPER MV W/O HEADLIGHTS ACTIVATED WHEN REQD",NA,NA,"bl - blue","frht",NA,"6 - truck/tractor","IN",2012,"- - BLACK",0
4715994,2014-10-10,19H 55M 0S,"NSP WB EX 37|NSPK|9 - PARKWAY","Nassau County",54,"white","male","vehicular","REAR SIDE WINDOWS NON/TRANSPARENT",NA,NA,"bk - black","chev",NA,"1 - passenger","NY",2004,"- - WHITE",0
4716851,2014-11-29,19H 51M 0S,"I -87 X23|87|1 - INTERSTATE","Albany County",26,"black","male","vehicular","UNLICENSED OPERATOR",NA,NA,"bl - blue","chev",NA,"1 - passenger","NY",2011,"- - BLACK",1
4717337,2014-11-01,19H 44M 0S,"CR159|159|3 - COUNTY","Jefferson County",47,"white","male","vehicular","NO/INADEQUATE LIGHTS (FRONT PASSENGER)",NA,NA,"bk - black","chev",NA,"p - pick-up truck","NY",2007,"- - WHITE",0
4717354,2014-10-26,19H 19M 0S,"I-87 SOUTH MPM 24|87|1 - INTERSTATE","Rockland County",34,"hispanic","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"wh - white","jeep",NA,"1 - passenger","PA",2014,"- - HISPANIC",0
4717371,2014-10-31,19H 30M 0S,"ST HWY 206|206|2 - STATE","Chenango County",31,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS (DRIVER)",NA,NA,"gy - grey","pont",NA,"1 - passenger","CT",2006,"- - WHITE",0
4717668,2014-10-12,19H 21M 0S,"ST RT 104|104|2 - STATE","Wayne County",27,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bl - blue","volk",NA,"1 - passenger","NY",2003,"- - WHITE",0
4717688,2014-10-08,19H 8M 0S,NA,"Monroe County",18,"white","male","vehicular","NO/INADEQUATE LIGHTS-DRIVERS SIDE",NA,NA,"gy - grey","mits",NA,"1 - passenger","NY",2002,"- - WHITE",0
4718186,2014-11-08,19H 7M 0S,"ST RTE-332|332|2 - STATE","Ontario County",18,"white","male","vehicular","NO SEAT BELT",NA,NA,"gr - green","toyt",NA,"1 - passenger","NY",1988,"- - WHITE",1
4718348,2014-11-23,19H 53M 0S,"SUNRISE|27|2 - STATE","Suffolk County",52,"white","female","vehicular","IMPROPER/NO SIGNAL",NA,NA,"bk - black","bmw",NA,"1 - passenger","NY",2013,"- - WHITE",1
4719000,2014-10-28,19H 4M 0S,"SR 20|20|2 - STATE","Otsego County",57,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"gy - grey","jeep",NA,"1 - passenger","NY",2001,"- - WHITE",0
4719066,2014-11-16,19H 10M 0S,"ST-20A|20A|2 - STATE","Wyoming County",54,"white","male","vehicular","SPEED IN ZONE",52,35,"rd - red","ford",NA,"1 - passenger","NY",2007,"- - WHITE",1
4719365,2014-11-01,19H 42M 0S,"CANADA ST|9|2 - STATE","Warren County",31,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",1998,"- - WHITE",0
4719443,2014-10-02,19H 58M 0S,"GENESEE ST|33|2 - STATE","Erie County",48,"white","male","vehicular","SPEED IN ZONE",61,45,"wh - white","volk",NA,"1 - passenger","NY",2006,"- - WHITE",0
4719481,2014-10-06,19H 50M 0S,"ROUTE 9|9|2 - STATE","Saratoga County",30,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"rd - red","ford",NA,"5 - truck","NY",1984,"- - WHITE",0
4719869,2014-11-26,19H 5M 0S,"I-81|81|1 - INTERSTATE","Onondaga County",18,"white","male","vehicular","UNSAFE TIRE",NA,NA,"gr - green","chev",NA,"1 - passenger","NY",2004,"- - WHITE",1
4720538,2014-10-26,19H 40M 0S,NA,"Chemung County",23,"white","male","vehicular","UNLICENSED OPERATOR(EXPIRED LICENSE)",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2000,"- - WHITE",0
4720892,2014-10-01,19H 47M 0S,"I-490 E/B|490|1 - INTERSTATE","Monroe County",20,"hispanic","male","vehicular","FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING",NA,NA,"bk - black","infi",NA,"1 - passenger","NY",2003,"- - HISPANIC",0
4721105,2014-11-21,19H 53M 0S,NA,"Ulster County",23,"other","male","vehicular","SIDEWINGS/SIDEWINDOWS/NON/TRASNPRNT",NA,NA,"bl - blue","saa",NA,"1 - passenger","NY",2006,"- - OTHER",1
4721327,2014-11-05,19H 8M 0S,NA,"Albany County",52,"white","female","vehicular","NO/INADEQUATE LIGHTS PASS SIDE",NA,NA,"tn - tan","hond",NA,"1 - passenger","NY",2001,"- - WHITE",0
4722769,2014-11-11,19H 50M 0S,NA,"Oswego County",21,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"gy - grey","ford",NA,"1 - passenger","NY",2000,"- - WHITE",1
4723018,2014-10-30,19H 43M 0S,"SR-420|420|2 - STATE","St Lawrence County",43,"white","male","vehicular","NO/INADEQUATE LIGHTS(DRIVER SIDE)",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2012,"- - WHITE",0
4723093,2014-11-05,19H 44M 0S,"I490W/PLYMOUTH AVE|490|1 - INTERSTATE","Monroe County",36,"hispanic","female","vehicular","SPEED IN ZONE",61,40,"rd - red","toyt",NA,"1 - passenger","NY",2010,"- - HISPANIC",0
4723146,2014-11-05,19H 33M 0S,"JOHN GLENN BLVD|--|4 - TOWN","Onondaga County",30,"white","male","vehicular","DRIV'G IN SHOULDER / LMT ACESS HGWH",NA,NA,"rd - red","gmc",NA,"p - pick-up truck","NY",2000,"- - WHITE",0
4723158,2014-11-11,19H 52M 0S,"87S|87|1 - INTERSTATE","Saratoga County",17,"other","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gy - grey","chev",NA,"p - pick-up truck","NY",2003,"- - OTHER",1
4723201,2014-10-02,19H 50M 0S,"87NB|87|1 - INTERSTATE","Greene County",70,"black","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"bl - blue","suzi",NA,"1 - passenger","FL",2013,"- - BLACK",0
4723898,2014-11-16,19H 32M 0S,"STATE ROUTE 22|22|2 - STATE","Washington County",65,"white","male","vehicular","DROVE ACROSS HAZARD MARKING",NA,NA,"gy - grey","chry",NA,"1 - passenger","NY",2006,"- - WHITE",1
4723908,2014-11-27,19H 39M 0S,"STATE ROUTE 69|69|2 - STATE","Oswego County",25,"white","male","vehicular","NO/INADEQUATE LIGHTS P/S",NA,NA,"gr - green","ford",NA,"1 - passenger","NY",2002,"- - WHITE",1
4724578,2014-10-28,19H 34M 0S,"MSP N/B S/O EXIT M3|MSPK|9 - PARKWAY","Nassau County",18,"white","male","vehicular","IMPROPER/NO SIGNAL",NA,NA,"wh - white","infi",NA,"1 - passenger","NY",2014,"- - WHITE",0
4724587,2014-10-13,19H 25M 0S,"TACONIC STATE PARKWAY|TSPK|9 - PARKWAY","Putnam County",29,"white","female","vehicular","SPEED OVER 55 ZONE",73,55,"wh - white","volk",NA,"1 - passenger","NY",2012,"- - WHITE",0
4724907,2014-11-04,19H 26M 0S,NA,"Monroe County",22,"black","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"rd - red","chry",NA,"1 - passenger","NY",2006,"- - BLACK",0
4724925,2014-10-31,19H 0M 0S,"I99 N/B|99|2 - STATE","Steuben County",22,"white","female","vehicular","SPEED IN ZONE",92,65,"gy - grey","bmw",NA,"1 - passenger","PA",2007,"- - WHITE",0
4725281,2014-10-28,19H 11M 0S,"I 390 N/B|390|1 - INTERSTATE","Steuben County",34,"white","male","vehicular","SPEED IN ZONE",85,65,"bk - black","mazd",NA,"1 - passenger",NA,2010,"- - WHITE",0
4725889,2014-11-21,19H 2M 0S,"ST RT 209|209|2 - STATE","Orange County",47,"white","female","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"rd - red","jeep",NA,"1 - passenger","NY",1992,"- - WHITE",1
4725980,2014-11-23,19H 15M 0S,"ULSTER AVENUE|9W|2 - STATE","Ulster County",50,"white","female","vehicular","OP MV- MOBILE PHONE",NA,NA,"wh - white","chry",NA,"1 - passenger","NY",2007,"- - WHITE",1
4726061,2014-10-31,19H 50M 0S,"ST-9W|9W|2 - STATE","Ulster County",24,"white","male","vehicular","NO HEADLIGHT PASS SIDE",NA,NA,"gr - green","hond",NA,"1 - passenger","NY",2003,"- - WHITE",0
4726503,2014-10-04,19H 24M 0S,"I-87|87|1 - INTERSTATE","Essex County",43,"hispanic","female","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"rd - red","hond",NA,"1 - passenger","NJ",2004,"- - HISPANIC",0
4726540,2014-11-02,19H 40M 0S,"SR 37|37|2 - STATE","St Lawrence County",53,"other","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bk - black","chev",NA,"p - pick-up truck","NY",2008,"- - NATIVE AMERICAN",0
4726754,2014-10-11,19H 45M 0S,"STATE ROUTE 9|9|2 - STATE","Saratoga County",27,"other","female","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"bk - black","volk",NA,"1 - passenger","NY",2014,"- - OTHER",0
4726908,2014-11-09,19H 43M 0S,"GARDEN STATE PKWY|GSP|9 - PARKWAY","Rockland County",54,"hispanic","male","vehicular","NO/INADEQUATE LIGHTS (DRIVER'S SIDE)",NA,NA,"gy - grey","chry",NA,"v - van","NC",2001,"- - HISPANIC",1
4727339,2014-10-30,19H 48M 0S,"I390 N/B|390|1 - INTERSTATE","Livingston County",31,"white","female","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"rd - red","ford",NA,"1 - passenger","NY",2006,"- - WHITE",0
4727882,2014-10-11,19H 56M 0S,"I-87 SB|87|1 - INTERSTATE","Orange County",20,"hispanic","male","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"gr - green","acur",NA,"1 - passenger",NA,1996,"- - HISPANIC",0
4728884,2014-10-22,19H 45M 0S,"PALISADES  PKWY  N/B 13/14|PIPK|9 - PARKWAY","Rockland County",42,"asian/pacific islander","female","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"bk - black","ford",NA,"1 - passenger","NY",2013,"- - ASIAN - EAST INDIAN",0
4729069,2014-11-08,19H 27M 0S,"TACONIC STATE PARKWAY|TSPK|9 - PARKWAY","Columbia County",23,"hispanic","female","vehicular","SPEED OVER 55 ZONE",78,55,"gr - green","ford",NA,"1 - passenger","MA",2005,"- - HISPANIC",1
4729183,2014-10-05,19H 5M 0S,"86|86|2 - STATE","Allegany County",24,"white","male","vehicular","SPEED IN ZONE",77,65,"mr - maroon","toyt",NA,"1 - passenger","PA",2008,"- - WHITE",0
4729196,2014-11-25,19H 34M 0S,"STHWY 17 EAST BOUND T/HANCOCK|17|2 - STATE","Delaware County",20,"hispanic","male","vehicular","SPEED OVER 55 ZONE",80,55,"gl - gold","volk",NA,"1 - passenger","NY",2002,"- - HISPANIC",1
4729342,2014-11-05,19H 19M 0S,"FRONT ST|12|2 - STATE","Broome County",23,"black","female","vehicular","NO/INADEQUATE LIGHTS - PASS HEADLIGHT",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2006,"- - BLACK",0
4729637,2014-11-25,19H 20M 0S,"SR 417|417|2 - STATE","Allegany County",30,"white","male","vehicular","NO/INADEQUATE LIGHTS (PASSENGER'S SIDE HEADLIGHT)",NA,NA,"wh - white","pont",NA,"1 - passenger","NY",2004,"- - WHITE",1
4729740,2014-10-05,19H 12M 0S,NA,"Herkimer County",50,"white","female","vehicular","DRIV'G W/.08 OF 1% OR  MORE OF ALC (MISD)",NA,NA,"gr - green","chev",NA,"1 - passenger","NY",1995,"- - WHITE",0
4730355,2014-11-29,19H 22M 0S,"STATE ROUTE 9N|9N|2 - STATE","Essex County",20,"white","male","vehicular","SPEED IN ZONE",47,30,"bk - black","mazd",NA,"1 - passenger","PA",2014,"- - WHITE",1
4730902,2014-10-24,19H 5M 0S,"STATE ROUTE 3|3|2 - STATE","Franklin County",31,"white","female","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"gr - green","suba",NA,"1 - passenger","NY",2011,"- - WHITE",0
4731075,2014-11-08,19H 2M 0S,"OLD COUNTRY ROAD|58|3 - COUNTY","Suffolk County",27,"hispanic","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"tn - tan","pont",NA,"1 - passenger","NY",2000,"- - HISPANIC",1
4731251,2014-10-30,19H 0M 0S,"SSP EB EX 20|SSPK|9 - PARKWAY","Nassau County",56,"white","male","vehicular","NO SEAT BELT",NA,NA,"bk - black","merz",NA,"1 - passenger","NY",2005,"- - WHITE",0
4731382,2014-10-17,19H 27M 0S,"I 190 N/B|190|1 - INTERSTATE","Erie County",34,"white","female","vehicular","FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING",NA,NA,"mr - maroon","volv",NA,"1 - passenger","NY",NA,"- - WHITE",0
4731699,2014-10-30,19H 0M 0S,"I 287 WB/ SBP SB|287|1 - INTERSTATE","Westchester County",33,"asian/pacific islander","male","vehicular","SPEED NOT REASONABLE & PRUDENT",NA,NA,"gy - grey","toyt",NA,"1 - passenger","IA",2009,"- - ASIAN - EAST INDIAN",0
4732141,2014-10-20,19H 50M 0S,"I-90|90|1 - INTERSTATE","Seneca County",56,"white","male","vehicular","SPEED IN ZONE",85,65,"gy - grey","toyt",NA,"1 - passenger","CA",2014,"- - WHITE",0
4732148,2014-11-08,19H 34M 0S,"SR-60 S/B|60|2 - STATE","Chautauqua County",55,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"tn - tan","buic",NA,"1 - passenger","NY",2003,"- - WHITE",1
4732346,2014-10-19,19H 46M 0S,"SR 9 S/B|9|2 - STATE","Rensselaer County",29,"white","male","vehicular","SPEED IN ZONE",69,55,"gy - grey","suba",NA,"1 - passenger","NY",2009,"- - WHITE",0
4732366,2014-11-26,19H 46M 0S,NA,"Onondaga County",24,"white","male","vehicular","SPEED IN ZONE",63,45,"gy - grey","acur",NA,"1 - passenger","NY",2000,"- - WHITE",1
4732532,2014-10-18,19H 44M 0S,"S RT 96 W/B|96|2 - STATE","Ontario County",55,"white","male","vehicular","UNREGISTERED MOTOR VEHICLE EXP 10/12/2014",NA,NA,"bl - blue","dodg",NA,"p - pick-up truck","NY",2008,"- - WHITE",0
4732667,2014-10-06,19H 33M 0S,"I 86|86|1 - INTERSTATE","Allegany County",39,"white","male","vehicular","OBSTRUCTED PLATE/INSECURE/DIRTY",NA,NA,"tn - tan","toyt",NA,"1 - passenger","VA",2010,"- - WHITE",0
4732748,2014-11-23,19H 58M 0S,"SAGTIKOS PKWY S/B N/O S3|SAPK|9 - PARKWAY","Suffolk County",40,"white","female","vehicular","SPEED OVER 55 ZONE",65,55,"bl - blue","hond",NA,"1 - passenger","NY",2008,"- - WHITE",1
4733085,2014-11-09,19H 22M 0S,"I-90|90|1 - INTERSTATE","Montgomery County",37,"hispanic","male","vehicular","SPEED IN ZONE",82,65,"gy - grey","infi",NA,"1 - passenger","NY",2008,"- - HISPANIC",1
4733213,2014-11-14,19H 32M 0S,"I 290|290|1 - INTERSTATE","Erie County",38,"white","male","vehicular","SPEED OVER 55 ZONE",70,55,"bk - black","chev",NA,"1 - passenger","NY",2012,"- - WHITE",1
4733397,2014-10-13,19H 36M 0S,"TSP|TSPK|9 - PARKWAY","Dutchess County",51,"white","female","vehicular","FAILED TO AFFIX REG STICKER",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2013,"- - WHITE",0
