ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,Licensed
5+,3.99,13,8,4.3,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,71020,"Bring exciting new play possibilities to existing LEGO® sets with LEGO Minifigures. This new, awesome lineup of exclusive, Limited Edition collectible characters makes a perfect addition to first THE LEGO BATMAN MOVIE series. Enjoy all-new action-packed adventures with Swimsuit Batman™, Vacation Robin™, Vacation The Joker™, Disco Harley Quinn™, Vacation Alfred Pennyworth™, Vacation Batgirl™, Doctor Phosphorus™, Clock King™, Mermaid Batman™, Killer Moth™, Jor-El™, General Zod™, Apache Chief™, Bat-Merch Batgirl™, Hugo Strange™, Disco Alfred Pennyworth™, Black Canary™, Black Vulcan™, Wonder Twin Zan™ and Wonder Twin Jayna™. Each LEGO DC minifigure comes in a sealed ‘mystery’ bag, together with one or more accessory elements, plus a collector's leaflet and a new-for-January-2018 display plate with a printed Batman™ logo.
Every collectible LEGO DC minifigure in this series comes with one or more accessory elements, plus a collector’s leaflet and a new-for-January-2018 display plate with a printed Batman™ logo.
20 limited edition LEGO® Minifigure characters to build and play out your very own action-packed THE LEGO BATMAN MOVIE scenes!
Combine with LEGO® building sets for endless play possibilities.
Have fun trading minifigures with your friends to complete your collection.
Suitable for ages 5+.
PLEASE NOTE: Each ‘mystery’ bag contains one of the 20 characters available in this collection. Unfortunately, we cannot accommodate requests for specific minifigures. If you purchase more than one ‘mystery’ bag, you may receive two or more identical minifigures.",Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures,4,US,Non-Licensed
9-14,79.99,15,775,4.8,Save the day with Batman™ and The Scuttler!,70908,"Ride The Scuttler with Batman™ to rescue hostages taken by The Joker™ at Commissioner Gordon’s retirement party, with this exciting set from THE LEGO® BATMAN MOVIE. The highly posable Scuttler features a net shooter, six stud shooters, extendable arms, an opening minifigure cockpit and hidden jetpack for Batman. Batman is also equipped with a Batarang to take on The Joker, Poison Ivy™ and her vine monster. Includes six minifigures.
Build Batman’s awesome robotic bat vehicle with extending arms, secret jetpack and a launching net shooter!
Featured in THE LEGO BATMAN MOVIE
Includes Batman, The Joker, Commissioner Gordon, Barbara Gordon, Dick Grayson and Poison Ivy with buildable vine monster
THE LEGO BATMAN MOVIE building toys are compatible with all LEGO construction sets for creative building
The Scuttler is over 8” high, 9” wide and 10” long with arms retracted, and over 14” long with arms extended. Vine monster is over 1” high, 4” wide and 4” deep
775 pieces – For boys and girls between the ages of 9 and 14 years old",Average,The Scuttler,4.7,THE LEGO® BATMAN MOVIE,4,US,Licensed
8-14,69.99,10,460,4.3,Speed after Killer Croc’s Tail-Gator on Batman’s Batski!,70907,"Stage a land-water pursuit of Killer Croc’s Tail-Gator at Gotham City harbor with this action-packed set from THE LEGO® BATMAN MOVIE. Help Batman™ prevent Killer Croc™, Zebra-Man™ and Tarantula™ from escaping in Croc’s huge Tail-Gator truck featuring big wheels with rubber tires, suspension and two crate bombs. Give chase on Batman’s Batski with two stud shooters. Includes three minifigures with assorted weapons and a big figure.
Build Killer Croc’s Tail-Gator truck and send it into action against Batman on his Batski. Tail-Gator features huge wheels and tires, two crate bombs and driver’s cabin with space for a minifigure!
Featured in THE LEGO BATMAN MOVIE
Includes three minifigures, Batman, Zebra-Man and Tarantula, but Killer Croc big figure
The LEGO Batman Movie building toys are compatible with all LEGO construction sets for creative building
Tail-Gator measures over 5” high, 7” long and 4” wide, Batski measures over 1” high, 3” long and 2” wide, Killer Croc stands over 3” tall
460 pieces – For boys and girls between the ages of 8 and 14 years old",Easy,Killer Croc™ Tail-Gator,3.8,THE LEGO® BATMAN MOVIE,2.7,US,Licensed
9-14,59.99,6,564,4.7,Don’t get on the wrong side of the Two-Face™ Excavator!,70915,"Stop the mighty Two-Face™ Excavator with Batman’s Batcycle in this thrilling THE LEGO® BATMAN MOVIE: Two-Face™ Double Demolition set. The Two-Face Excavator has a minifigure cabin, operational excavator arm and bucket, articulated design for smooth steering. It might look like a normal digger from one side, but check out the ‘bad side’ featuring spikes on the huge wheels and a 6-stud rapid shooter. The Batcycle features an opening minifigure cockpit, rotating double stud shooter and rotating flick missile shooter. The set includes 4 minifigures who are equipped with assorted weapons and accessories to inspire endless action-packed role-play scenarios.
Build double trouble as Two-Face in his giant excavator takes on Batman on the Bat-Cycle. Excavator features huge wheels, functioning excavator arm and bucket and six-stud rapid shooter!
Featured in THE LEGO BATMAN MOVIE
Includes Batman, Two-Face and two Gotham City police officers
The LEGO Batman Movie building toys are compatible with all LEGO construction sets for creative building
Two-Face’s excavator measures over 4 inches high, 11 inches long and 5 inches wide, Bat-Cycle measures over 1 inch high, 5 inches long and 2 inches wide
564 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Two-Face™ Double Demolition,4.8,THE LEGO® BATMAN MOVIE,4.8,US,Licensed
8-14,34.99,13,448,3.9,Duel against the mighty Clayface™ with Batman™!,70904,"Team up with Batman™ to take on Clayface™ and free Mayor McCaskill from the clay prison in THE LEGO® BATMAN MOVIE: Clayface Splat Attack set. The highly posable, buildable Clayface figure features three interchangeable hands—two with a six-stud rapid shooter each and one with a clay hammer—while Batman is armed with a Batarang to dial up the role-play conflict. Includes two minifigures and a brick-built figure.
Build your own clash between the Caped Crusader and the monstrous Clayface!
Featured in THE LEGO BATMAN MOVIE
Includes Batman and Mayor McCaskill minifigures, plus brick-built Clayface figure with posable arms, legs and head
The LEGO Batman Movie toys are compatible with all LEGO construction sets for creative building
Clayface stands over 5” tall. Clay prison measures over 1” tall, 1” deep and under 1” high
448 pieces – For boys and girls between the ages of 8 and 14 years old",Average,Clayface™ Splat Attack,4.4,THE LEGO® BATMAN MOVIE,4.1,US,Licensed
7-14,19.99,27,139,4.2,Stop Catwoman™ escaping with the diamonds!,70902,"Help Batgirl™ and Robin™ thwart a jewel heist in THE LEGO® BATMAN MOVIE: Catwoman™ Catcycle Chase set, including the Catcycle and a buildable street scene with a jewelry store. Play-starting features include a lamppost with tipping function to knock over during the getaway pursuit, translucent diamond-style elements, plus Catwoman’s whip and Batgirl’s Batarangs. Includes three minifigures.
Includes three minifigures: Catwoman™, Batgirl™ and Robin™.
The Catwoman™ Catcycle features a minifigure seat, printed dashboard, big wheels with rubber tires, engine elements and a translucent headlight-style element.
The buildable street scene features a jewelry store with a window and opening door, both with translucent glass-style elements, shop sign on the roof plus two translucent diamond-style elements. The street outside includes a lamppost with tip-over function and trash can.
Knock over the lamppost with the Catcycle.
Weapons include Catwoman’s whip and Batgirl’s two yellow Batarangs.
Accessory elements include Batgirl and Robin’s capes.
This set offers an age-appropriate build and play experience for ages 7+.
Catwoman™ Catcycle measures over 1” (4cm) high, 5” (13cm) long and 1” (3cm) wide.
Street scene excluding lamppost measures over 3” (8cm) high, 3” (9cm) wide and 1” (5cm) deep.
Lamppost stands over 4” (11cm) tall.",Easy,Catwoman™ Catcycle Chase,4.5,THE LEGO® BATMAN MOVIE,4.2,US,Licensed
10+,9.99,11,91,3.8,Celebrate THE LEGO® BATMAN MOVIE with a LEGO BrickHeadz Batman!,41585,"New for March 2017, LEGO® BrickHeadz construction characters bring you a brand new way to collect, build and display iconic characters from your favorite movies, TV series, games and comics. This Batman™ BrickHeadz construction character is fun to build using colorful LEGO System bricks that recreate all of his iconic details, including his Batsuit with icon and utility belt decoration, plus a Batarang. He also stands on a buildable baseplate with series number and BrickHeadz icon for easy display, so you can bring the Caped Crusader to any room or office.
Buildable Batman™ LEGO® BrickHeadz construction character features colorful and authentic detailing, glow-in-the-dark BrickHeadz eyes, plus a display baseplate.
Each LEGO® BrickHeadz construction character comes with its own buildable collector’s baseplate featuring series number and BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters from your favorite movies, TV series, games and comics, including 41586 Batgirl™, 41587 Robin™ and 41588 The Joker™ from THE LEGO BATMAN MOVIE.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Very Easy,Batman™,4.9,BrickHeadz,4.7,US,Non-Licensed
10+,9.99,12,151,3.3,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,41588,"New for March 2017, LEGO® BrickHeadz construction characters bring you a brand new way to collect, build and display iconic characters from your favorite movies, TV series, games and comics. This The Joker™ BrickHeadz construction character is fun to build using LEGO System bricks that recreate all of his iconic details from THE LEGO BATMAN MOVIE, including BrickHeadz eyes, buildable white face, green hair and outfit. Display Batman’s enigmatic archenemy in your home, office or anywhere you like.
Buildable The Joker™ LEGO® BrickHeadz construction character features authentic detailing, BrickHeadz eyes, buildable green hair and outfit from THE LEGO BATMAN MOVIE, plus a display baseplate.
Each LEGO® BrickHeadz construction character comes with its own buildable collector’s baseplate, featuring series number and BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters from your favorite movies, TV series, games and comics, including 41585 Batman™, 41586 Batgirl™ and 41587 Robin™ from THE LEGO BATMAN MOVIE.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,The Joker™,4.8,BrickHeadz,4.7,US,Non-Licensed
10+,9.99,10,101,4.3,Showcase the Boy Wonder with LEGO® BrickHeadz Robin™!,41587,"New for March 2017, LEGO® BrickHeadz construction characters bring you a brand new way to collect, build and display iconic characters from your favorite movies, TV series, games and comics. This Robin™ BrickHeadz construction character is fun to build using colorful LEGO System bricks that recreate all of his iconic details, including icon and outfit. Proudly display Batman’s junior counterpart in your home, office or anywhere you like.
Buildable Robin™ LEGO® BrickHeadz construction character features colorful and authentic detailing, BrickHeadz eyes and iconic outfit with icon, plus a display baseplate.
Each LEGO® BrickHeadz construction character comes with its own buildable collector’s baseplate, featuring series number and BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters from your favorite movies, TV series, games and comics, including 41585 Batman™, 41586 Batgirl™ and 41588 The Joker™ from THE LEGO BATMAN MOVIE.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Very Easy,Robin™,4.8,BrickHeadz,4.9,US,Non-Licensed
10+,9.99,9,99,3.5,Channel Batgirl™ with your own LEGO® BrickHeadz version!,41586,"New for March 2017, LEGO® BrickHeadz construction characters bring you a brand new way to collect, build and display iconic characters from your favorite movies, TV series, games and comics. This Batgirl™ BrickHeadz construction character is fun to build using LEGO System bricks that recreate all of her iconic details, including her Batgirl icon and a yellow Batarang. She also stands on a buildable baseplate with series number and BrickHeadz icon for easy display. Whatever the mission, Batgirl will not let you down.
Buildable Batgirl™ LEGO® BrickHeadz construction character features authentic detailing, uniquely decorated BrickHeadz eyes, a yellow Batarang, plus a display baseplate.
Each LEGO® BrickHeadz construction character comes with its own buildable collector’s baseplate, featuring series number and BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters from your favorite movies, TV series, games and comics, including 41585 Batman™, 41587 Robin™ and 41588 The Joker™ from THE LEGO BATMAN movie.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Batgirl™,4.3,BrickHeadz,4.6,US,Non-Licensed
9-14,159.99,52,2295,4.7,Join the ninja aboard Wu’s flying ship!,70618,"Construct Wu’s huge ninja training base, Destiny’s Bounty. This highly detailed THE LEGO® NINJAGO® MOVIE™ model consists of 3 modular levels and features a double-headed dragon figurehead, decorated sails, wind-up-and-release anchors, dojo area for ninja training, a bathroom and Wu’s bedroom in the hull. This amazing model also includes hidden weapons including the ultimate weapon— the laser-style pointer, plus 7 minifigures with assorted weapons to bolster the exciting role-play possibilities.
Build a huge ninja training base, featuring 3 modular levels and features a double-headed dragon figurehead, decorated sails and wind-up and release anchors!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 7 minifigures: Wu, Kai, Lloyd, Zane, Nya, Jay and Cole
LEGO Ninjago building toys are compatible with all LEGO construction sets for creative building
Measures over 17” high, 21” long and 6” wide
2295 pieces – For boys and girls between the ages of 9 and 14
This item’s shipping box indicates what's inside. It's not as stealthy as our typical boxes!",Challenging,Destiny's Bounty,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US,Non-Licensed
16+,299.99,88,4867,4.8,Live the life of a ninja in NINJAGO® City!,70620,"Enjoy endless role-play fun in NINJAGO® City, a hugely-detailed 3-level model connected by a sliding elevator. Level 1 features a traditional fish market, house, a bridge over a stream, and a fishing boat. The second level has a modern fashion store, comic book store, crab restaurant with ‘crab-grilling’ function and cash-dispensing ATM. The vertical city is topped off with Lloyd Garmadon and Misako’s apartment, a rooftop sushi bar with sushi conveyor belt, and a radio tower. This action-packed THE LEGO® NINJAGO MOVIE™ set also includes 16 minifigures and Sweep the maintenance robot.
Includes 16 minifigures: Jay, Kai and Lloyd Garmadon (each with new-for-August-2017 high school outfit decoration), Green Ninja Suit, Misako, Jamanakai Villager, Sally, Ivy Walker, Konrad, Severin Black, Tommy, Guy, Juno, Mother Doomsday, Shark Army Gunner and Officer Noonan, plus Sweep the maintenance robot.
Features a 3-level model (each level lifts off for easy play) connected by a sliding elevator, plus a traditional fishing boat.
Level 1 features a bridge, sewer outlet, stream with translucent-blue and translucent-green water elements, sliding elevator with room for a minifigure, traditional fish market with fish and crab elements, house with dining room and bedroom with sliding screen doors and foldout ‘solar panels’, Sweep the maintenance robot's service station with assorted tool elements, and a taxi stand with telephone element.
Level 2 features a modern fashion store with 2 mannequins and assorted NINJAGO® product elements, a construction site with a bonsai tree, a comic book store with brick-built sign, cashier desk, comic book stand with assorted elements including collectible NINJAGO training cards, a crab restaurant with brick-built crab entrance sign and oven with ‘crab-grilling’ function, a cash-dispensing ATM, 15 bank note elements (ATM can dispense up to 13), and a movie poster display stand with 4 interchangeable movie poster elements.
Place the uncooked crab element in the oven, turn the dial and open the oven to reveal a cooked crab element.
Press the handle behind the ATM to dispense bank note elements.
Level 3 features a radio tower, modern rooftop sushi bar with sushi conveyor belt function and brick-built food, bathroom with sliding door, and brick-built puffer fish and squid sculptures, Lloyd Garmadon and Misako's apartment with an opening window, bunk bed, kitchen unit and attic space for the Green Ninja Suit minifigure.
Turn the dial to activate the sushi conveyor belt.
Weapons include Jay's chain with spike and Shark Army Gunner’s fish flame.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
NINJAGO® City measures over 24” (63cm) high, 12” (31cm) wide and 16” (42cm) deep.
Traditional fishing boat measures over 1” (4cm) high, 3” (10cm) long and 1” (3cm) wide.",Challenging,NINJAGO® City,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US,Non-Licensed
9-14,99.99,15,1403,4.5,Evade the traps inside the Temple!,70617,"Join a ninja mission to infiltrate THE LEGO® NINJAGO® MOVIE™ Temple of The Ultimate Ultimate Weapon. The temple features a secret entrance, trapdoor function, rock-dropping and dynamite-dropping functions, blade-shooting and chopping-sword traps, dungeon, a hanging cage to capture a minifigure inside, and a pull-out section with poles for minifigures to leap between to reach the treasure chest. This set includes 7 minifigures with assorted weapons and 2 buildable temple guardian figures for endless action role-play fun.
Build your own Temple of the Ultimate Ultimate Weapon, featuring trapdoor, rock-dropping and dynamite-dropping functions, dungeon with secret entrance/escape route, library, storage room, two attic rooms, hanging cage and much more!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 7 minfigures: Kai, Nya, Cole, Zane, Lloyd, Jay and Jungle Garmadon with four arms and new jungle outfit decoration, plus two buildable temple guardian figures
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Temple of the Ultimate Ultimate Weapon measures over 19” tall, 14” wide and 11” deep. Temple guardians stand over 3” tall
1403 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Temple of The Ultimate Ultimate Weapon,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,US,Non-Licensed
9-14,89.99,11,1202,4.7,Turn sound into a weapon with Cole’s Quake Mech!,70632,"Fire ‘soundwaves’ from Cole’s Quake Mech to save TV reporter Fred Finley from the shark army, with this all-action THE LEGO® NINJAGO® MOVIE™ set. The highly posable, uni-wheel Quake Mech features an opening minifigure cockpit, fold-up shoulder ‘loudspeakers' with 8 hidden ‘soundwave'-shooting flick missiles, fully posable arms with gripping fists and a big wheel with stabilizer. This cool toy for kids also includes 5 minifigures with assorted weapons to intensify the role-play battles.
Includes 5 minifigures: Cole, Misako, Crusher, Mike the Spike and Fred Finley.
Quake Mech features an opening minifigure cockpit, fully posable arms, gripping fists, fold-up shoulder ‘loudspeakers’ with 4 ‘soundwave’-shooting flick missiles on each shoulder, and a big wheel with stabilizer.
Weapons include Cole's hammer, Misako's bow and arrow, Crusher's fish sword and Mike the Spike's fish spear.
Accessory elements include Misako's quiver and Fred Finley's microphone.
Misako and Fred Finley minifigures are new for December 2017.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This cool toy for kids is suitable for ages 9-14.
Measures over 12” (33cm) high, 6” (16cm) long and 11” (30cm) wide.",Average,Quake Mech,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,US,Non-Licensed
9-14,79.99,9,830,4.6,Defend NINJAGO® City from Garmadon Shark Mech attack!,70656,"Help Lloyd to save Nomis and Nancy from Garmadon’s Shark Mech with this action-packed THE LEGO® NINJAGO® MOVIE™ garmadon, Garmadon, GARMADON! set. The mech features 2 opening cockpits, LEGO studs to stand the Garmadon minifigure on top of the shark's head, trigger-operated snapping jaws, posable legs and 2 shooting cannons. This cool toy for kids also includes a hot dog stand and 6 minifigures with assorted play-starting weapons and accessory elements.
Includes 6 minifigures: Garmadon, Lloyd, Hammer Head, Frank, Nomis and Nancy.
Garmadon Shark Mech features 2 opening minifigure cockpits (rear cockpit features transparent bubble windshield and opening weapon compartment with 2 katanas), LEGO® studs to stand the Garmadon minifigure on top of the shark's head, trigger-operated snapping jaws, posable legs, 2 shooting cannons, shark fins, 3 rotating propellers and translucent-blue eye elements.
Hot dog stand features a big buildable sausage on the roof, ‘HOT Noodle DOG’ sign, ‘HOT’ flag and assorted elements including a hot dog and 2 condiment dispensers.
Weapons include Garmadon’s 2 katana swords, Lloyd’s sword, Hammer Head’s fish hammer and Frank’s fish spear.
Also includes Nancy's hot dog element.
Nomis and Nancy minifigures are new for December 2017.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This cool toy for kids is suitable for ages 9-14.
Garmadon Shark Mech measures over 9” (25cm) high, 14” (38cm) long and 10” (26cm) wide.
Hot dog stand measures over 3” (9cm) high, 3” (8cm) wide and 1” (4cm) deep.",Average,"garmadon, Garmadon, GARMADON!",4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US,Non-Licensed
9-14,79.99,6,914,4.8,Take on the shark army with Zane’s Ice Tank!,70616,"Help Zane save Patty Keys and Torben from the shark soldiers with this action-packed THE LEGO® NINJAGO® MOVIE™ Ice Tank set. This cool vehicle features an opening minifigure cockpit, big tracks, ice cannon with 6-stud rapid shooter, and a rotating ice container. The set also includes 5 minifigures with assorted weapons—including Zane’s bow and arrow and Shark Army Thug’s fish spike dagger—to add to the exciting role-play possibilities.
Includes 5 minifigures: Zane, Shark Army Thug, Angler, Patty Keys and Torben.
Ice Tank features an opening minifigure cockpit, big tracks, ice cannon with 6-stud rapid shooter and a rotating translucent-blue ice container with extra ice ammo elements for the rapid shooter.
Drive the tank to make the ice container spin.
Weapons include Zane's bow and arrow, Shark Army Thug's fish spike dagger and Angler's bladed fish sword.
Accessory elements include Zane's quiver and Angler's scuba diving tank.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
Ice Tank measures over 8” (21cm) high, 12” (31cm) long and 9” (23cm) wide.",Average,Ice Tank,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,US,Non-Licensed
9-14,69.99,19,944,3.6,Put the heat on the shark army with Kai’s Fire Mech!,70615,"Get set for sizzling battle action with this huge and highly posable THE LEGO® NINJAGO® MOVIE™ mech. The Fire Mech features an opening minifigure cockpit, 2 shoulder disc shooters and 2 arms with non-shooting fire blasters. Includes 6 minifigures with assorted weapons—including Kai’s katanas and Zane’s bow and arrow—to offer even more thrilling role-play possibilities.
Build your own Fire Mech, complete with opening minifigure cockpit, posable arms and legs, two non-shooting fire blasters with translucent fire-style elements, two shoulder disc shooters and more!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 6 minifigures: Kai, Zane, Lauren, Henry, Hammer Head and Jelly
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Fire Mech measures over 14” high, 4” long and 8” wide
944 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Fire Mech,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,US,Non-Licensed
8-14,59.99,8,747,4.3,Defend NINJAGO® City against Garma Mecha Man!,70613,"Help Lloyd protect civilian Pat from attack by Garma Mecha Man with this awesome THE LEGO® NINJAGO® MOVIE™ set. This huge and highly posable mech features an opening minifigure cockpit for Garmadon, spring-loaded shark blaster, ammo belt and a fish tank. Includes 4 minifigures with assorted weapons—including Garmadon’s laser-style pointer and Lloyd’s tasseled sword—to bolster the battle role-play possibilities.
Includes 4 minifigures: Garmadon, Great White, Lloyd and Pat.
Garma Mecha Man features an opening minifigure cockpit, posable head, arms and legs, spring-loaded shark blaster, ammo belt with shark-shaped ammo elements, and an opening translucent-blue fish tank with mini-shark elements.
Weapons include Garmadon's laser-style pointer and 4 katanas, Great White's fish spear and Lloyd's tasseled sword.
Also includes Pat's camera.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
Garma Mecha Man measures over 11” (30cm) high, 5” (14cm) long and 9” (24cm) wide.",Average,Garma Mecha Man,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,US,Non-Licensed
9-14,59.99,8,876,4.7,Speed to the rescue with Jay’s Lightning Jet!,70614,"Save Ed and Edna from the shark army’s crab with Jay’s Lightning Jet in this thrilling THE LEGO® NINJAGO® MOVIE™ set. The jet has a handle for easy pick-up-and-play and maximum swooshability, plus an opening minifigure cockpit, spring-loaded shooter and trigger-activated rotating electro-disc. The crab features posable legs, a snapping pincer and 6-stud rapid shooter, and the set also includes 6 minifigures with assorted weapons to dial up the role-play conflict.
Build your own Lightning Jet, featuring opening cockpit, spring-loaded shooter, trigger-activated rotating electro disc and adjustable wings and Shark Army crab!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 6 minifigures: Jay, Ed, Edna, Crusty, Jelly and Shark Army Thug
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Lightning Jet measures over 7” high, 17” long and 11” wide. Crab measures over 2” high, 3” long and 4” wide
876 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Lightning Jet,5,THE LEGO® NINJAGO® MOVIE™,4.6,US,Non-Licensed
8-14,49.99,7,521,4.7,Get all fired up at Garmadon’s Volcano Lair!,70631,"Join Zane’s mission to infiltrate evil Garmadon’s Volcano Lair and take on the shark army, with this exciting THE LEGO® NINJAGO® MOVIE™ set. The base includes a minifigure-launch function at the tip of the volcano, Garmadon’s throne room, computer lab with a mini piranha mech prototype, construction zone with an exploding wall function and rotating crane to lift the included shark figure, plus a drone launch pad. This building toy also includes 5 minifigures.
Includes 5 minifigures: Garmadon, Zane, General #1, Steve and Four Eyes, plus a shark figure.
Garmadon’s Volcano Lair features an entrance shaped like Garmadon’s face, minifigure-launch function at the tip of the volcano, Garmadon’s throne room, computer lab, construction zone, drone launchpad, translucent-orange lava elements and blue water-style baseplates.
Garmadon's throne room features a big seat, teapot and pot elements, fish tank with 2 fish elements and a weapon rack with arrow and sai weapons.
Use the fish elements to create a buildable shark army weapon.
Computer lab features a computer keyboard and screen elements, mini piranha mech prototype and a coffee machine with cup element.
Construction zone features a rotating crane to lift the shark figure, a wheel-operated exploding wall function and a flick missile.
Also includes a drone launchpad and shell drone with foldout wings.
Evade the shark's snapping jaws.
Weapons include Garmadon's staff and katana, Zane’s bow and arrow, General #1’s fish sai and Four Eyes’ fish spear.
Also includes Zane’s quiver element.
General #1, Steve and Four Eyes minifigures are all new for December 2017.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This building toy is suitable for ages 8-14.
Measures over 10” (26cm) high, 12” (31cm) wide and 6” (16cm) deep.",Average,Garmadon's Volcano Lair,4.3,THE LEGO® NINJAGO® MOVIE™,5,US,Non-Licensed
8-14,49.99,29,544,4.6,Take on Garmadon with the Green Ninja Mech Dragon!,70612,"Outwit The Green Ninja’s evil father Garmadon with this mighty THE LEGO® NINJAGO® MOVIE™ mech. The Green Ninja Mech Dragon features articulated snapping jaws, a fully posable body, wheel-activated swooshing tail, 2 leg-mounted stud shooters and 2 hidden pop-out thrusters. This set includes 4 minifigures with assorted weapons—including The Green Ninja’s sword and Garmadon’s laser-style pointer—to offer even more role-play battle possibilities.
Build your own Green Ninja Mech Dragon, featuring minifigure cockpit, articulated snapping jaws, posable body, wheel-activated swooshing tail with spikes, and two leg-mounted stud shooters!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 4 minfigures: Lloyd, Master Wu, Lord Garmadon and Charlie
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Green Ninja Mech Dragon measures over 5” high, 23” long and 4” wide
544 pieces – For boys and girls between the ages of 8 and 14 years old",Average,Green Ninja Mech Dragon,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,US,Non-Licensed
8-14,29.99,21,494,4.6,Smash the shark army out of the water with the Water Strider!,70611,"Launch into battle against the shark army and pretend to walk on water and climb walls with this awesome THE LEGO® NINJAGO® MOVIE™ mech. The Water Strider features a 360-degree rotating minifigure cockpit, 6-stud rapid shooter and 4 posable legs and feet to create powerful battle poses. The set also includes 4 minifigures with assorted weapons to add to the ninja vs. shark army role-play battle options.
Build a mech with 360-degree rotating minifigure cockpit, 6-stud rapid shooter and 4 posable legs!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 4 minifigures: Nya, Kai, Puffer and Shark Army Thug
LEGO Ninjago building toys are compatible with all LEGO construction sets for creative building
Measures over 7” high, 11” long and 11” wide
494 pieces – For boys and girls between the ages of 8 and 14",Average,Water Strider,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,US,Non-Licensed
7-14,29.99,10,312,3.5,Battle against evil Jungle Garmadon on the jungle bridge!,70608,"Team up with Wu and Kai to take on Jungle Garmadon in this awesome THE LEGO® NINJAGO® MOVIE™ Master Falls set. The jungle bridge features an opening cage and a hidden cave with a skeleton inside holding a secret map. Also includes 3 minifigures with assorted weapons—including Wu’s staff and 4-armed Jungle Garmadon’s 4 swords—to bolster the role-play action.
Build your own Master Falls, complete with jungle bridge, opening cage, hidden cave with skeleton, tropical leaf elements and accessories!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 3 minifigures: Master Wu, Kai and Jungle Garmadon with four arms and jungle outfit decoration
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Jungle bridge measures over 6” high, 8” wide and 5” deep
312 pieces – For girls and boys between the ages of 7 and 14 years old",Easy,Master Falls,4,THE LEGO® NINJAGO® MOVIE™,3.6,US,Non-Licensed
